price,managed_fba_stock_level,weekday,quarter,is_holiday,diff_price_comp_1,ratio_price_comp_1,diff_price_comp_2,ratio_price_comp_2,storage_loss,avg_unitsordered_7days,avg_price_7days,unitsordered
29.89,1254,6,1,0,0.1,1.003345601,28.92,1.967547675,0.615384615,23.85714286,29.39,6
29.89,1419,0,1,0,0.1,1.003345601,28.92,1.967547675,-27.5,22.71428571,29.39,23
29.89,1386,1,1,0,0.1,1.003345601,28.92,1.967547675,1.434782609,22.85714286,29.41857143,33
29.79,1359,2,1,0,0.2,1.006713662,29.02,1.9741524,0.818181818,21.71428571,29.40428571,17
28.49,1332,3,1,0,1.5,1.052650053,30.32,2.064233064,1.588235294,21.28571429,29.33285714,32
29.89,1849,4,1,0,0.1,1.003345601,28.92,1.967547675,-16.15625,23.57142857,29.69,28
29.89,1829,5,1,0,0.1,1.003345601,28.92,1.967547675,0.714285714,20.71428571,29.67571429,6
29.99,1832,6,1,0,0,1,28.82,1.960986996,-0.5,20.14285714,29.69,2
29.89,1814,0,1,0,0.1,1.003345601,28.92,1.967547675,9,20.42857143,29.69,25
29.89,1798,1,1,0,0.1,1.003345601,28.92,1.967547675,0.64,18.71428571,29.69,21
28.29,1782,2,1,0,1.7,1.060091905,30.52,2.07882644,0.761904762,22,29.47571429,40
28.29,1768,3,1,0,1.7,1.060091905,30.52,2.07882644,0.35,23.14285714,29.44714286,40
28.29,1750,4,1,0,1.7,1.060091905,30.52,2.07882644,0.45,24.85714286,29.21857143,40
28.29,1715,5,1,0,1.7,1.060091905,30.52,2.07882644,0.875,29.71428571,28.99,40
28.29,1700,6,1,0,1.7,1.060091905,30.52,2.07882644,0.375,35.14285714,28.74714286,40
28.29,1678,0,1,0,1.7,1.060091905,30.52,2.07882644,0.55,37.28571429,28.51857143,40
29.79,1652,1,1,0,0.2,1.006713662,29.02,1.9741524,0.65,36.57142857,28.50428571,16
29.79,1608,2,1,0,0.2,1.006713662,29.02,1.9741524,2.75,33.71428571,28.71857143,20
29.89,1591,3,1,0,0.1,1.003345601,28.92,1.967547675,0.85,30.85714286,28.94714286,20
29.49,1551,4,1,0,0.5,1.0169549,29.32,1.994235334,2,28.28571429,29.11857143,22
29.79,1553,5,1,0,0.2,1.006713662,29.02,1.9741524,-0.090909091,23,29.33285714,3
29.89,1721,6,1,0,0.1,1.003345601,28.92,1.967547675,-56,18.14285714,29.56142857,6
29.59,1709,0,1,0,0.4,1.01351808,29.22,1.987495776,2,16.28571429,29.74714286,27
29.59,1700,1,1,0,0.4,1.01351808,29.22,1.987495776,0.333333333,17.85714286,29.71857143,27
29.79,1682,2,1,0,0.2,1.006713662,29.02,1.9741524,0.666666667,18.28571429,29.71857143,23
29.79,1682,3,1,0,0.2,1.006713662,29.02,1.9741524,0,19.28571429,29.70428571,27
29.89,1682,4,1,0,0.1,1.003345601,28.92,1.967547675,0,18.14285714,29.76142857,14
29.59,1682,5,1,0,0.4,1.01351808,29.22,1.987495776,0,18.14285714,29.73285714,3
29.99,1957,6,1,0,0,1,28.82,1.960986996,-91.66666667,21.14285714,29.74714286,27
29.89,1957,0,1,0,0.1,1.003345601,28.92,1.967547675,0,19.71428571,29.79,17
29.79,1957,1,1,0,0.2,1.006713662,29.02,1.9741524,0,19,29.81857143,22
28.89,1957,2,1,0,1.1,1.038075459,29.92,2.035652475,0,20.14285714,29.69,31
29.79,1957,3,1,0,0.2,1.006713662,29.02,1.9741524,0,18.57142857,29.69,16
29.89,1957,4,1,0,0.1,1.003345601,28.92,1.967547675,0,19,29.69,17
29.89,1814,5,1,0,0.1,1.003345601,28.92,1.967547675,8.411764706,19.28571429,29.73285714,5
29.99,1812,6,1,0,0,1,28.82,1.960986996,0.4,15.85714286,29.73285714,3
29.89,1799,0,1,0,0.1,1.003345601,28.92,1.967547675,4.333333333,16.28571429,29.73285714,20
29.79,1786,1,1,0,0.2,1.006713662,29.02,1.9741524,0.65,15.71428571,29.73285714,18
28.39,1762,2,1,0,1.6,1.056357872,30.42,2.071504051,1.333333333,14.57142857,29.66142857,23
27.99,1748,3,1,0,2,1.071454091,30.82,2.101107538,0.608695652,18.42857143,29.40428571,43
29.69,1729,4,1,0,0.3,1.010104412,27.79,1.936005389,0.441860465,22.14285714,29.37571429,43
29.89,1691,5,1,0,0.1,1.003345601,27.59,1.923051188,0.88372093,22.42857143,29.37571429,7
29.89,1679,6,1,0,0.1,1.003345601,27.59,1.923051188,1.714285714,27.28571429,29.36142857,37
27.89,1649,0,1,0,2.1,1.075295805,29.59,2.060953747,0.810810811,26.57142857,29.07571429,15
29.69,1617,1,1,0,0.3,1.010104412,27.79,1.936005389,2.133333333,29,29.06142857,35
29.49,1589,2,1,0,0.5,1.0169549,27.99,1.9491353,0.8,28.71428571,29.21857143,21
29.79,1565,3,1,0,0.2,1.006713662,27.69,1.929506546,1.142857143,24.85714286,29.47571429,16
29.69,1548,4,1,0,0.3,1.010104412,29.12,1.980801617,1.0625,20.71428571,29.47571429,14
29.99,1533,5,1,0,0,1,28.82,1.960986996,1.071428571,21.14285714,29.49,10
29.99,1513,6,1,0,0,1,28.82,1.960986996,2,17.28571429,29.50428571,10
29.89,1488,0,1,0,0.1,1.003345601,28.92,1.967547675,2.5,19.71428571,29.79,32
29.79,1480,1,1,0,0.2,1.006713662,29.02,1.9741524,0.25,17.28571429,29.80428571,18
29.79,1456,2,1,0,0.2,1.006713662,29.02,1.9741524,1.333333333,17.57142857,29.84714286,23
29.99,1442,3,1,0,0,1,28.82,1.960986996,0.608695652,18.14285714,29.87571429,20
29.89,1412,4,1,0,0.1,1.003345601,28.92,1.967547675,1.5,19.85714286,29.90428571,26
29.99,1401,5,1,0,0,1,28.82,1.960986996,0.423076923,22.14285714,29.90428571,26
29.99,1389,6,1,0,0,1,28.82,1.960986996,0.461538462,21.57142857,29.90428571,6
29.79,1366,0,1,0,0.2,1.006713662,29.02,1.9741524,3.833333333,20.14285714,29.89,22
29.89,1355,1,1,0,0.1,1.003345601,28.92,1.967547675,0.5,20.71428571,29.90428571,22
29.89,1335,2,1,0,0.1,1.003345601,28.92,1.967547675,0.909090909,20.57142857,29.91857143,22
29.89,1313,3,1,0,0.1,1.003345601,28.92,1.967547675,1,20.42857143,29.90428571,19
29.89,1288,4,1,0,0.1,1.003345601,31.71,2.06088993,1.315789474,20.28571429,29.90428571,25
29.89,1277,5,1,0,0.1,1.003345601,31.71,2.06088993,0.44,17.42857143,29.89,6
29.79,1267,6,1,0,0.2,1.006713662,31.81,2.067807989,1.666666667,17.28571429,29.86142857,5
29.89,1256,0,1,0,0.1,1.003345601,31.71,2.06088993,2.2,20,29.87571429,41
29.89,1237,1,1,0,0.1,1.003345601,31.71,2.06088993,0.463414634,19,29.87571429,15
29.89,1189,2,1,0,0.1,1.003345601,31.71,2.06088993,3.2,19.42857143,29.87571429,25
29.49,1167,3,1,0,0.5,1.0169549,32.11,2.088843676,0.88,20.71428571,29.81857143,28
29.89,1141,4,1,0,0.1,1.003345601,31.71,2.06088993,0.928571429,19.28571429,29.81857143,15
28.89,1121,5,2,0,1.1,1.038075459,32.71,2.132225684,1.333333333,19.57142857,29.67571429,8
29.99,1113,6,2,0,0,1,31.61,2.054018006,1,23,29.70428571,29
29.79,1078,0,2,0,0.2,1.006713662,31.81,2.067807989,1.206896552,23.14285714,29.69,42
29.09,1059,1,2,0,0.9,1.030938467,32.51,2.117566174,0.452380952,26.57142857,29.57571429,39
29.79,1418,2,2,0,0.2,1.006713662,31.81,2.067807989,-9.205128205,26.14285714,29.56142857,22
29.89,1387,3,2,0,0.1,1.003345601,31.71,2.06088993,1.409090909,29,29.61857143,48
29.79,1375,4,2,0,0.2,1.006713662,29.02,1.9741524,0.25,29.57142857,29.60428571,19
29.99,1532,5,2,0,0,1,28.82,1.960986996,-8.263157895,29,29.76142857,4
29.99,1522,6,2,0,0,1,28.82,1.960986996,2.5,26.14285714,29.76142857,9
29.89,2001,0,2,0,0.1,1.003345601,28.92,1.967547675,-53.22222222,27.42857143,29.77571429,51
29.89,1962,1,2,0,0.1,1.003345601,28.92,1.967547675,0.764705882,25.42857143,29.89,25
29.89,1922,2,2,0,0.1,1.003345601,28.92,1.967547675,1.6,25.71428571,29.90428571,24
29.89,1903,3,2,0,0.1,1.003345601,28.92,1.967547675,0.791666667,22.42857143,29.90428571,25
29.69,1885,4,2,0,0.3,1.010104412,29.12,1.980801617,0.72,22,29.89,16
29.89,1868,5,2,0,0.1,1.003345601,28.92,1.967547675,1.0625,22.85714286,29.87571429,10
29.99,1844,6,2,0,0,1,28.82,1.960986996,2.4,25.71428571,29.87571429,29
29.79,2538,0,2,0,0.2,1.006713662,29.02,1.9741524,-23.93103448,22.57142857,29.86142857,29
29.89,2524,1,2,0,0.1,1.003345601,28.92,1.967547675,0.482758621,21.71428571,29.86142857,19
29.39,2501,2,2,0,0.6,1.020415107,29.42,2.001020755,1.210526316,22.42857143,29.79,29
29.79,2469,3,2,0,0.2,1.006713662,29.02,1.9741524,1.103448276,21.14285714,29.77571429,16
29.39,2445,4,2,0,0.6,1.020415107,29.42,2.001020755,1.5,23.85714286,29.73285714,35
29.99,2434,5,2,0,0,1,28.82,1.960986996,0.314285714,23.28571429,29.74714286,6
29.99,2424,6,2,0,0,1,28.82,1.960986996,1.666666667,20,29.74714286,6
28.89,2237,0,2,0,1.1,1.038075459,29.92,2.035652475,31.16666667,20.28571429,29.61857143,31
29.89,2225,1,2,0,0.1,1.003345601,28.92,1.967547675,0.387096774,20.14285714,29.61857143,18
29.29,2031,2,2,0,0.7,1.023898942,29.52,2.007852509,10.77777778,19.14285714,29.60428571,22
29.89,2015,3,2,0,0.1,1.003345601,28.92,1.967547675,0.727272727,18.71428571,29.61857143,13
29.39,2142,4,2,0,0.6,1.020415107,29.42,2.001020755,-9.769230769,16,29.61857143,16
29.99,2129,5,2,0,0,1,28.82,1.960986996,0.8125,18.57142857,29.61857143,24
29.99,2124,6,2,0,0,1,28.82,1.960986996,0.208333333,18.28571429,29.61857143,4
29.89,2096,0,2,0,0.1,1.003345601,28.92,1.967547675,7,18,29.76142857,29
29.89,2095,1,2,0,0.1,1.003345601,28.92,1.967547675,0.034482759,20.57142857,29.76142857,36
29.89,2070,2,2,0,0.1,1.003345601,28.92,1.967547675,0.694444444,21.28571429,29.84714286,27
28.99,2041,3,2,0,1,1.034494653,29.82,2.028630562,1.074074074,24.14285714,29.71857143,33
29.79,2021,4,2,0,0.2,1.006713662,29.02,1.9741524,0.606060606,24.85714286,29.77571429,21
29.99,2147,5,2,0,0,1,28.82,1.960986996,-6,23,29.77571429,11
29.99,2137,6,2,0,0,1,28.82,1.960986996,0.909090909,23,29.77571429,4
29.79,2208,0,2,0,0.2,1.006713662,29.02,1.9741524,-17.75,21.57142857,29.76142857,19
29.79,2201,1,2,0,0.2,1.006713662,29.02,1.9741524,0.368421053,19.28571429,29.74714286,20
29.69,2196,2,2,0,0.3,1.010104412,29.12,1.980801617,0.25,19.14285714,29.71857143,26
29.69,2521,3,2,0,0.3,1.010104412,29.12,1.980801617,-12.5,17.42857143,29.81857143,21
29.79,3176,4,2,0,0.2,1.006713662,30.02,2.007720712,-31.19047619,15.85714286,29.81857143,10
29.99,3154,5,2,0,0,1,29.82,1.994331444,2.2,18,29.81857143,26
29.99,3138,6,2,0,0,1,29.82,1.994331444,0.615384615,18.14285714,29.81857143,5
29.69,3125,0,2,0,0.3,1.010104412,30.12,2.014482991,2.6,17.28571429,29.80428571,13
28.29,3101,1,2,0,1.7,1.060091905,31.52,2.11417462,1.846153846,17.28571429,29.59,20
28.39,3087,2,2,0,1.6,1.056357872,31.42,2.106727721,0.7,19,29.40428571,38
27.79,3063,3,2,0,2.2,1.079165167,32.02,2.152213026,0.631578947,19.28571429,29.13285714,23
26.89,3039,4,2,0,3.1,1.115284492,32.92,2.224246932,1.043478261,20.71428571,28.71857143,20
27.89,3025,5,2,0,2.1,1.075295805,31.92,2.144496235,0.7,18.28571429,28.41857143,9
27.99,3016,6,2,0,2,1.071454091,31.82,2.136834584,1,17.85714286,28.13285714,2
27.99,3004,0,2,0,2,1.071454091,31.82,2.136834584,6,21.42857143,27.89,38
27.29,2976,1,2,0,2.7,1.09893734,32.52,2.191645291,0.736842105,23.42857143,27.74714286,34
27.99,2950,2,2,0,2,1.071454091,31.82,2.136834584,0.764705882,22,27.69,28
27.79,2913,3,2,0,2.2,1.079165167,32.02,2.152213026,1.321428571,21.57142857,27.69,20
27.79,2879,4,2,0,2.2,1.079165167,32.02,2.152213026,1.7,21.42857143,27.81857143,19
27.99,2865,5,2,0,2,1.071454091,31.82,2.136834584,0.736842105,23.57142857,27.83285714,24
27.99,2856,6,2,0,2,1.071454091,31.82,2.136834584,0.375,24.14285714,27.83285714,6
27.69,2826,0,2,0,2.3,1.083062477,32.12,2.159985554,5,20,27.79,9
27.79,2814,1,2,0,2.2,1.079165167,32.02,2.152213026,1.333333333,19.85714286,27.86142857,33
27.79,2798,2,2,0,2.2,1.079165167,32.02,2.152213026,0.484848485,20.57142857,27.83285714,33
27.79,2751,3,2,0,2.2,1.079165167,32.02,2.152213026,1.424242424,22.14285714,27.83285714,31
27.89,2726,4,2,0,2.1,1.075295805,21.1,1.756543564,0.806451613,24.14285714,27.84714286,33
27.99,2704,5,2,0,2,1.071454091,21,1.750267953,0.666666667,22,27.84714286,9
27.89,2687,6,2,0,2.1,1.075295805,21.1,1.756543564,1.888888889,23.42857143,27.83285714,16
26.29,2667,0,2,0,3.7,1.140737923,22.7,1.863446177,1.25,27.42857143,27.63285714,37
24.49,2645,1,2,0,5.5,1.224581462,24.5,2.00040833,0.594594595,31,27.16142857,58
27.79,2611,2,2,0,2.2,1.079165167,21.2,1.76286434,0.586206897,29.85714286,27.16142857,25
27.99,2578,3,2,0,2,1.071454091,21,1.750267953,1.32,29.57142857,27.19,29
27.79,2545,4,2,0,2.2,1.079165167,31.02,2.116228859,1.137931034,29,27.17571429,29
27.79,2452,0,2,0,2.2,1.079165167,31.02,2.116228859,1.620689655,27.71428571,27.30428571,24
27.79,2440,1,2,0,2.2,1.079165167,31.02,2.116228859,0.5,24.14285714,27.77571429,33
27.59,2423,2,2,0,2.4,1.086988039,31.22,2.131569409,0.515151515,25.14285714,27.74714286,32
27.79,2397,3,2,0,2.2,1.079165167,31.02,2.116228859,0.8125,24.71428571,27.71857143,26
24.99,2374,4,2,0,5,1.200080032,34.39,2.37615046,0.884615385,26.42857143,27.31857143,41
27.89,2360,5,2,0,2.1,1.075295805,31.49,2.129078523,0.341463415,27.28571429,27.40428571,6
27.99,2352,6,2,0,2,1.071454091,31.39,2.121471954,1.333333333,23.42857143,27.40428571,2
27.79,2630,0,2,0,2.2,1.079165167,31.59,2.136739834,-139,23.57142857,27.40428571,25
27.89,2608,1,2,0,2.1,1.075295805,31.49,2.129078523,0.88,23.14285714,27.41857143,30
27.69,2577,2,2,0,2.3,1.083062477,31.69,2.144456482,1.033333333,20.28571429,27.43285714,12
27.89,2558,3,2,0,2.1,1.075295805,31.49,2.129078523,1.583333333,19.28571429,27.44714286,19
27.89,2543,4,2,0,2.1,1.075295805,31.49,2.129078523,0.789473684,15.71428571,27.86142857,16
27.99,2529,5,2,0,2,1.071454091,31.39,2.121471954,0.875,15.71428571,27.87571429,6
27.99,2521,6,2,0,2,1.071454091,31.39,2.121471954,1.333333333,19.14285714,27.87571429,26
27.89,2485,0,2,0,2.1,1.075295805,31.49,2.129078523,1.384615385,18.57142857,27.89,21
27.89,2471,1,2,0,2.1,1.075295805,31.49,2.129078523,0.666666667,17,27.89,19
27.79,2446,2,2,0,2.2,1.079165167,31.59,2.136739834,1.315789474,19,27.90428571,26
24.59,2427,3,2,0,5.4,1.219601464,34.79,2.414802765,0.730769231,21.42857143,27.43285714,36
27.89,2376,4,2,0,2.1,1.075295805,31.53,2.130512729,1.416666667,23,27.43285714,27
27.99,2365,5,3,0,2,1.071454091,31.43,2.122901036,0.407407407,23,27.43285714,6
27.89,2350,6,3,0,2.1,1.075295805,31.53,2.130512729,2.5,20.28571429,27.41857143,7
27.89,2336,0,3,0,2.1,1.075295805,31.53,2.130512729,2,20.42857143,27.41857143,22
27.99,2312,1,3,0,2,1.071454091,31.43,2.122901036,1.090909091,18.14285714,27.43285714,3
27.59,2297,2,3,0,2.4,1.086988039,31.83,2.153678869,5,17.85714286,27.40428571,24
27.89,2120,3,3,0,2.1,1.075295805,31.53,2.130512729,7.375,21.14285714,27.87571429,59
27.89,2105,4,3,0,2.1,1.075295805,30.92,2.10864109,0.254237288,21.42857143,27.87571429,29
27.89,2241,5,3,0,2.1,1.075295805,30.92,2.10864109,-4.689655172,21.42857143,27.86142857,6
27.99,2922,6,3,0,2,1.071454091,30.82,2.101107538,-113.5,24,27.87571429,25
27.89,2880,0,3,0,2.1,1.075295805,30.92,2.10864109,1.68,24.42857143,27.87571429,25
26.89,2864,1,3,0,3.1,1.115284492,31.92,2.187058386,0.64,28.28571429,27.71857143,30
27.89,2844,2,3,0,2.1,1.075295805,30.92,2.10864109,0.666666667,30.71428571,27.76142857,41
27.99,2823,3,3,0,2,1.071454091,30.82,2.101107538,0.512195122,25,27.77571429,19
27.79,2808,4,3,0,2.2,1.079165167,26.15,1.940985966,0.789473684,24.14285714,27.76142857,23
27.99,2792,5,3,0,2,1.071454091,25.95,1.927116827,0.695652174,24.28571429,27.77571429,7
27.79,2773,6,3,0,2.2,1.079165167,26.15,1.940985966,2.714285714,21.71428571,27.74714286,7
26.69,2754,0,3,0,3.3,1.123641813,27.25,2.020981641,2.714285714,21.71428571,27.57571429,25
27.59,2727,1,3,0,2.4,1.086988039,26.35,1.95505618,1.08,21.28571429,27.67571429,27
27.89,2701,2,3,0,2.1,1.075295805,26.05,1.934026533,0.962962963,17.42857143,27.67571429,14
27.99,2678,3,3,0,2,1.071454091,25.95,1.927116827,1.642857143,26,27.67571429,79
27.49,2644,4,3,0,2.5,1.090942161,26.45,1.962168061,0.430379747,26.28571429,27.63285714,25
27.79,2591,5,3,0,2.2,1.079165167,26.15,1.940985966,2.12,26,27.60428571,5
27.99,2560,6,3,0,2,1.071454091,25.95,1.927116827,6.2,28.42857143,27.63285714,24
27.79,2525,0,3,0,2.2,1.079165167,26.15,1.940985966,1.458333333,28.85714286,27.79,28
27.89,2524,1,3,0,2.1,1.075295805,26.05,1.934026533,0.035714286,29,27.83285714,28
27.89,2492,2,3,0,2.1,1.075295805,26.05,1.934026533,1.142857143,33.42857143,27.83285714,45
27.79,2449,3,3,0,2.2,1.079165167,26.15,1.940985966,0.955555556,25.71428571,27.80428571,25
27.79,2419,4,3,0,2.2,1.079165167,26.15,1.940985966,1.2,23.57142857,27.84714286,10
27.99,2404,5,3,0,2,1.071454091,25.95,1.927116827,1.5,24.85714286,27.87571429,14
27.79,2393,6,3,0,2.2,1.079165167,26.15,1.940985966,0.785714286,22,27.84714286,4
27.89,2371,0,3,0,2.1,1.075295805,26.05,1.934026533,5.5,21.14285714,27.86142857,22
27.89,2352,1,3,0,2.1,1.075295805,26.05,1.934026533,0.863636364,21.28571429,27.86142857,29
27.59,2330,2,3,0,2.4,1.086988039,26.35,1.95505618,0.75862069,21.28571429,27.81857143,45
27.89,2304,3,3,0,2.1,1.075295805,26.05,1.934026533,0.577777778,22.28571429,27.83285714,32
27.89,2262,4,3,0,2.1,1.075295805,26.05,1.934026533,1.3125,22.28571429,27.84714286,10
27.99,2228,5,3,0,2,1.071454091,25.95,1.927116827,3.4,21.57142857,27.84714286,9
27.99,2221,6,3,0,2,1.071454091,25.95,1.927116827,0.777777778,25.14285714,27.87571429,29
27.59,2185,0,3,0,2.4,1.086988039,26.35,1.95505618,1.24137931,27.14285714,27.83285714,36
27.89,2166,1,3,0,2.1,1.075295805,26.05,1.934026533,0.527777778,28.14285714,27.83285714,36
27.29,2142,2,3,0,2.7,1.09893734,26.65,1.976548186,0.666666667,24.71428571,27.79,21
27.89,2101,3,3,0,2.1,1.075295805,26.05,1.934026533,1.952380952,23.85714286,27.79,26
27.69,2071,4,3,0,2.3,1.083062477,26.25,1.947995666,1.153846154,24.71428571,27.76142857,16
27.99,2060,5,3,0,2,1.071454091,25.95,1.927116827,0.6875,24.71428571,27.76142857,9
27.89,2045,6,3,0,2.1,1.075295805,26.05,1.934026533,1.666666667,22,27.74714286,10
27.69,2031,0,3,0,2.3,1.083062477,26.25,1.947995666,1.4,19.28571429,27.76142857,17
27.69,2013,1,3,0,2.3,1.083062477,26.25,1.947995666,1.058823529,18.14285714,27.73285714,28
27.49,1988,2,3,0,2.5,1.090942161,26.45,1.962168061,0.892857143,19.14285714,27.76142857,28
27.89,1957,3,3,0,2.1,1.075295805,26.05,1.934026533,1.107142857,18.85714286,27.76142857,24
27.79,1931,4,3,0,2.2,1.079165167,26.15,1.940985966,1.083333333,18.42857143,27.77571429,13
27.99,1919,5,3,0,2,1.071454091,25.95,1.927116827,0.923076923,18.28571429,27.77571429,8
27.99,1901,6,3,0,2,1.071454091,25.95,1.927116827,2.25,21.14285714,27.79,30
27.99,1878,0,3,0,2,1.071454091,25.95,1.927116827,0.766666667,21.14285714,27.83285714,17
27.59,1848,1,3,0,2.4,1.086988039,26.35,1.95505618,1.764705882,21.57142857,27.81857143,31
27.69,1828,2,3,0,2.3,1.083062477,26.25,1.947995666,0.64516129,19.28571429,27.84714286,12
27.89,1808,3,3,0,2.1,1.075295805,26.05,1.934026533,1.666666667,19.71428571,27.84714286,27
27.69,1792,4,3,0,2.3,1.083062477,26.25,1.947995666,0.592592593,21.14285714,27.83285714,23
27.99,1764,5,3,0,2,1.071454091,25.95,1.927116827,1.217391304,20.28571429,27.83285714,2
27.79,1754,6,3,0,2.2,1.079165167,26.15,1.940985966,5,17.14285714,27.80428571,8
27.89,1734,0,3,0,2.1,1.075295805,26.05,1.934026533,2.5,18,27.79,23
27.79,1727,1,3,0,2.2,1.079165167,26.15,1.940985966,0.304347826,16.71428571,27.81857143,22
27.49,1703,2,3,0,2.5,1.090942161,26.45,1.962168061,1.090909091,18.57142857,27.79,25
27.79,1682,3,3,0,2.2,1.079165167,26.15,1.940985966,0.84,20.42857143,27.77571429,40
27.89,1652,4,3,0,2.1,1.075295805,26.05,1.934026533,0.75,19.14285714,27.80428571,14
27.89,1628,5,3,0,2.1,1.075295805,26.05,1.934026533,1.714285714,19.71428571,27.79,6
27.99,1615,6,3,0,2,1.071454091,25.95,1.927116827,2.166666667,22.28571429,27.81857143,26
27.99,1585,0,3,0,2,1.071454091,25.95,1.927116827,1.153846154,21,27.83285714,14
27.29,1561,1,3,0,2.7,1.09893734,26.65,1.976548186,1.714285714,26,27.76142857,57
27.59,1535,2,3,0,2.4,1.086988039,26.35,1.95505618,0.456140351,24.85714286,27.77571429,17
27.69,1492,3,3,0,2.3,1.083062477,26.25,1.947995666,2.529411765,27.14285714,27.76142857,56
27.69,1469,4,3,0,2.3,1.083062477,26.25,1.947995666,0.410714286,29.57142857,27.73285714,31
27.99,1435,5,3,0,2,1.071454091,25.95,1.927116827,1.096774194,29.42857143,27.74714286,5
27.99,1409,6,3,0,2,1.071454091,25.95,1.927116827,5.2,26.71428571,27.74714286,7
27.89,1382,0,3,0,2.1,1.075295805,26.05,1.934026533,3.857142857,28.57142857,27.73285714,27
29.99,1364,1,3,0,0,1,23.95,1.798599533,0.666666667,26.57142857,28.11857143,43
29.99,1340,2,3,0,0,1,23.95,1.798599533,0.558139535,28.28571429,28.46142857,29
29.69,1300,3,3,0,0.3,1.010104412,24.25,1.816773324,1.379310345,24.14285714,28.74714286,27
29.99,1257,4,3,0,0,1,23.95,1.798599533,1.592592593,23.71428571,29.07571429,28
29.99,1231,5,3,0,0,1,23.95,1.798599533,0.928571429,26.57142857,29.36142857,25
