storage_loss,avg_unitsordered_7days,avg_price_7days,adspend
0.512195122,25,27.77571429,52
0.789473684,24.14285714,27.76142857,62
0.695652174,24.28571429,27.77571429,38
2.714285714,21.71428571,27.74714286,26
2.714285714,21.71428571,27.57571429,77
1.08,21.28571429,27.67571429,81
0.962962963,17.42857143,27.67571429,70
1.642857143,26,27.67571429,49
0.430379747,26.28571429,27.63285714,64
2.12,26,27.60428571,21
6.2,28.42857143,27.63285714,13
1.458333333,28.85714286,27.79,122
0.035714286,29,27.83285714,71
1.142857143,33.42857143,27.83285714,98
0.955555556,25.71428571,27.80428571,23
1.2,23.57142857,27.84714286,42
1.5,24.85714286,27.87571429,12
0.785714286,22,27.84714286,14
5.5,21.14285714,27.86142857,49
0.863636364,21.28571429,27.86142857,64
0.75862069,21.28571429,27.81857143,52
0.577777778,22.28571429,27.83285714,57
1.3125,22.28571429,27.84714286,16
3.4,21.57142857,27.84714286,31
0.777777778,25.14285714,27.87571429,23
1.24137931,27.14285714,27.83285714,37
0.527777778,28.14285714,27.83285714,55
0.666666667,24.71428571,27.79,27
1.952380952,23.85714286,27.79,51
1.153846154,24.71428571,27.76142857,26
0.6875,24.71428571,27.76142857,6
1.666666667,22,27.74714286,26
1.4,19.28571429,27.76142857,40
1.058823529,18.14285714,27.73285714,44
0.892857143,19.14285714,27.76142857,54
1.107142857,18.85714286,27.76142857,20
1.083333333,18.42857143,27.77571429,29
0.923076923,18.28571429,27.77571429,24
2.25,21.14285714,27.79,17
0.766666667,21.14285714,27.83285714,16
1.764705882,21.57142857,27.81857143,51
0.64516129,19.28571429,27.84714286,38
1.666666667,19.71428571,27.84714286,35
0.592592593,21.14285714,27.83285714,29
1.217391304,20.28571429,27.83285714,15
5,17.14285714,27.80428571,16
2.5,18,27.79,53
0.304347826,16.71428571,27.81857143,57
1.090909091,18.57142857,27.79,30
0.84,20.42857143,27.77571429,50
0.75,19.14285714,27.80428571,23
1.714285714,19.71428571,27.79,25
2.166666667,22.28571429,27.81857143,36
1.153846154,21,27.83285714,30
1.714285714,26,27.76142857,31
0.456140351,24.85714286,27.77571429,73
2.529411765,27.14285714,27.76142857,65
0.410714286,29.57142857,27.73285714,25
1.096774194,29.42857143,27.74714286,6
5.2,26.71428571,27.74714286,13
3.857142857,28.57142857,27.73285714,44
0.666666667,26.57142857,28.11857143,68
0.558139535,28.28571429,28.46142857,46
1.379310345,24.14285714,28.74714286,18
1.592592593,23.71428571,29.07571429,19
0.928571429,26.57142857,29.36142857,18
