comp_1_price,comp_2_price,managed_fba_stock_level,weekday,quarter,is_holiday,diff_price_comp_1,ratio_price_comp_1,diff_price_comp_2,ratio_price_comp_2,previous_stock,previous_unitsordered,storage_loss,avg_unitsordered_7days,avg_price_7days,adspend
29.99,41.39,1301,5,4,0,0,1,11.4,1.380126709,1301,30,0,29.57142857,29.61857143,5
29.99,41.39,1301,6,4,0,0,1,11.4,1.380126709,1301,9,0,33.57142857,29.61857143,5
29.99,41.39,1301,0,4,0,0.2,1.006713662,11.6,1.389392414,1301,32,0,28.28571429,29.69,50
29.99,41.39,1301,1,4,0,1.9,1.067639729,13.3,1.473478106,1301,33,0,26.14285714,29.56142857,47
29.99,41.39,1304,2,4,0,0.2,1.006713662,11.6,1.389392414,1301,18,-0.166666667,26.14285714,29.56142857,40
29.99,41.39,1325,3,4,0,0.1,1.003345601,11.5,1.384744062,1304,38,-0.552631579,27.57142857,29.57571429,35
29.99,41.39,1357,4,4,0,2.5,1.090942161,13.9,1.505638414,1325,33,-0.96969697,28,29.29,19
29.99,41.39,1326,5,4,0,0.1,1.003345601,11.5,1.384744062,1357,33,0.939393939,28.42857143,29.27571429,7
29.99,41.39,1316,6,4,0,0,1,11.4,1.380126709,1326,12,0.833333333,24.71428571,29.27571429,0
29.99,41.39,1377,0,4,0,0.3,1.010104412,11.7,1.394072078,1316,6,-10.16666667,23.85714286,29.26142857,17
29.99,41.39,1345,1,4,0,0.2,1.006713662,11.6,1.389392414,1377,27,1.185185185,25.71428571,29.50428571,30
29.99,41.39,1345,2,4,0,0.2,1.006713662,11.6,1.389392414,1345,31,0,22.85714286,29.50428571,25
29.99,41.39,1308,3,4,0,0,1,11.4,1.380126709,1345,18,2.055555556,20,29.51857143,34
29.99,41.39,1335,4,4,0,0.2,1.006713662,11.6,1.389392414,1308,13,-2.076923077,17,29.84714286,3
29.99,41.39,1321,5,4,0,0,1,11.4,1.380126709,1335,12,1.166666667,15.71428571,29.86142857,0
29.99,41.39,1316,6,4,0,0,1,11.4,1.380126709,1321,3,1.666666667,18.28571429,29.86142857,0
29.99,41.39,1294,0,4,0,0.1,1.003345601,11.5,1.384744062,1316,24,0.916666667,16.71428571,29.89,8
29.99,41.39,1296,1,4,0,0,1,11.4,1.380126709,1294,16,-0.125,14.71428571,29.91857143,34
29.99,41.39,1289,2,4,0,0.1,1.003345601,11.5,1.384744062,1296,17,0.411764706,16.71428571,29.93285714,37
29.99,41.39,1274,3,4,0,0.1,1.003345601,11.5,1.384744062,1289,32,0.46875,18.57142857,29.91857143,45
29.99,41.39,1260,4,4,0,0.1,1.003345601,11.5,1.384744062,1274,26,0.538461538,19.57142857,29.93285714,16
29.99,41.39,1252,5,4,0,0,1,11.4,1.380126709,1260,19,0.421052632,22.42857143,29.93285714,8
29.99,41.39,1227,6,1,0,0.2,1.006713662,11.6,1.389392414,1252,23,1.086956522,19.42857143,29.90428571,3
29.99,41.39,1221,0,1,0,0.1,1.003345601,11.5,1.384744062,1227,3,2,20.42857143,29.90428571,33
29.99,41.39,1221,1,1,0,0.4,1.01351808,11.8,1.398783373,1221,23,0,24.28571429,29.84714286,60
29.99,41.39,1196,2,1,0,0.1,1.003345601,11.5,1.384744062,1221,44,0.568181818,27.14285714,29.84714286,75
29.99,41.39,1153,3,1,0,1.1,1.038075459,12.5,1.432675666,1196,52,0.826923077,27.85714286,29.70428571,49
29.99,41.39,1720,4,1,0,0.4,1.01351808,11.8,1.398783373,1153,31,-18.29032258,29.28571429,29.66142857,31
29.99,41.39,1636,6,1,0,0,1,11.4,1.380126709,1720,29,2.896551724,29.71428571,29.66142857,0
29.99,41.39,1622,0,1,0,0.1,1.003345601,11.5,1.384744062,1636,26,0.538461538,36.14285714,29.67571429,41
29.99,41.39,1567,1,1,0,0.2,1.006713662,11.6,1.389392414,1622,48,1.145833333,35.85714286,29.66142857,39
29.99,41.39,1514,2,1,0,0.4,1.01351808,11.8,1.398783373,1567,21,2.523809524,33.28571429,29.66142857,40
29.99,41.39,1491,3,1,0,0.1,1.003345601,11.5,1.384744062,1514,26,0.884615385,31.14285714,29.66142857,50
29.99,41.39,1461,4,1,0,1.1,1.038075459,12.5,1.432675666,1491,37,0.810810811,31.14285714,29.66142857,40
29.99,41.39,1437,5,1,0,0.2,1.006713662,11.6,1.389392414,1461,31,0.774193548,27.85714286,29.69,2
29.99,41.39,1429,6,1,0,0,1,11.4,1.380126709,1437,6,1.333333333,24.71428571,29.69,0
29.99,41.39,1418,0,1,0,0.1,1.003345601,11.5,1.384744062,1429,4,2.75,22.28571429,29.69,14
29.99,41.39,1398,1,1,0,0.3,1.010104412,11.7,1.394072078,1418,31,0.64516129,23.85714286,29.67571429,61
29.99,41.39,1379,2,1,0,0.1,1.003345601,11.5,1.384744062,1398,32,0.59375,23.71428571,29.71857143,35
29.99,41.39,1365,3,1,0,1,1.034494653,12.4,1.427733701,1379,25,0.56,23.42857143,29.59,59
29.99,58.81,1337,4,1,0,2.6,1.094925155,31.42,2.147133991,1365,35,0.8,20.71428571,29.37571429,33
29.99,58.81,1270,5,1,0,0,1,28.82,1.960986996,1337,12,5.583333333,23.57142857,29.40428571,7
29.99,58.81,1254,6,1,0,0.1,1.003345601,28.92,1.967547675,1270,26,0.615384615,23.85714286,29.39,3
29.99,58.81,1419,0,1,0,0.1,1.003345601,28.92,1.967547675,1254,6,-27.5,22.71428571,29.39,51
29.99,58.81,1386,1,1,0,0.1,1.003345601,28.92,1.967547675,1419,23,1.434782609,22.85714286,29.41857143,60
29.99,58.81,1359,2,1,0,0.2,1.006713662,29.02,1.9741524,1386,33,0.818181818,21.71428571,29.40428571,75
29.99,58.81,1332,3,1,0,1.5,1.052650053,30.32,2.064233064,1359,17,1.588235294,21.28571429,29.33285714,43
29.99,58.81,1849,4,1,0,0.1,1.003345601,28.92,1.967547675,1332,32,-16.15625,23.57142857,29.69,32
29.99,58.81,1829,5,1,0,0.1,1.003345601,28.92,1.967547675,1849,28,0.714285714,20.71428571,29.67571429,10
29.99,58.81,1832,6,1,0,0,1,28.82,1.960986996,1829,6,-0.5,20.14285714,29.69,0
29.99,58.81,1814,0,1,0,0.1,1.003345601,28.92,1.967547675,1832,2,9,20.42857143,29.69,39
29.99,58.81,1798,1,1,0,0.1,1.003345601,28.92,1.967547675,1814,25,0.64,18.71428571,29.69,44
29.99,58.81,1782,2,1,0,1.7,1.060091905,30.52,2.07882644,1798,21,0.761904762,22,29.47571429,54
29.99,58.81,1768,3,1,0,1.7,1.060091905,30.52,2.07882644,1782,40,0.35,23.14285714,29.44714286,63
29.99,58.81,1750,4,1,0,1.7,1.060091905,30.52,2.07882644,1768,40,0.45,24.85714286,29.21857143,39
29.99,58.81,1715,5,1,0,1.7,1.060091905,30.52,2.07882644,1750,40,0.875,29.71428571,28.99,1
29.99,58.81,1700,6,1,0,1.7,1.060091905,30.52,2.07882644,1715,40,0.375,35.14285714,28.74714286,3
29.99,58.81,1678,0,1,0,1.7,1.060091905,30.52,2.07882644,1700,40,0.55,37.28571429,28.51857143,24
29.99,58.81,1652,1,1,0,0.2,1.006713662,29.02,1.9741524,1678,40,0.65,36.57142857,28.50428571,21
29.99,58.81,1608,2,1,0,0.2,1.006713662,29.02,1.9741524,1652,16,2.75,33.71428571,28.71857143,44
29.99,58.81,1591,3,1,0,0.1,1.003345601,28.92,1.967547675,1608,20,0.85,30.85714286,28.94714286,32
29.99,58.81,1551,4,1,0,0.5,1.0169549,29.32,1.994235334,1591,20,2,28.28571429,29.11857143,21
29.99,58.81,1553,5,1,0,0.2,1.006713662,29.02,1.9741524,1551,22,-0.090909091,23,29.33285714,7
29.99,58.81,1721,6,1,0,0.1,1.003345601,28.92,1.967547675,1553,3,-56,18.14285714,29.56142857,1
29.99,58.81,1709,0,1,0,0.4,1.01351808,29.22,1.987495776,1721,6,2,16.28571429,29.74714286,43
29.99,58.81,1700,1,1,0,0.4,1.01351808,29.22,1.987495776,1709,27,0.333333333,17.85714286,29.71857143,41
29.99,58.81,1682,2,1,0,0.2,1.006713662,29.02,1.9741524,1700,27,0.666666667,18.28571429,29.71857143,53
29.99,58.81,1682,3,1,0,0.2,1.006713662,29.02,1.9741524,1682,23,0,19.28571429,29.70428571,61
29.99,58.81,1682,4,1,0,0.1,1.003345601,28.92,1.967547675,1682,27,0,18.14285714,29.76142857,28
29.99,58.81,1682,5,1,0,0.4,1.01351808,29.22,1.987495776,1682,14,0,18.14285714,29.73285714,6
29.99,58.81,1957,6,1,0,0,1,28.82,1.960986996,1682,3,-91.66666667,21.14285714,29.74714286,0
29.99,58.81,1957,0,1,0,0.1,1.003345601,28.92,1.967547675,1957,27,0,19.71428571,29.79,18
29.99,58.81,1957,1,1,0,0.2,1.006713662,29.02,1.9741524,1957,17,0,19,29.81857143,28
29.99,58.81,1957,2,1,0,1.1,1.038075459,29.92,2.035652475,1957,22,0,20.14285714,29.69,23
29.99,58.81,1957,3,1,0,0.2,1.006713662,29.02,1.9741524,1957,31,0,18.57142857,29.69,7
29.99,58.81,1957,4,1,0,0.1,1.003345601,28.92,1.967547675,1957,16,0,19,29.69,5
29.99,58.81,1814,5,1,0,0.1,1.003345601,28.92,1.967547675,1957,17,8.411764706,19.28571429,29.73285714,6
29.99,58.81,1812,6,1,0,0,1,28.82,1.960986996,1814,5,0.4,15.85714286,29.73285714,5
29.99,58.81,1799,0,1,0,0.1,1.003345601,28.92,1.967547675,1812,3,4.333333333,16.28571429,29.73285714,21
29.99,58.81,1786,1,1,0,0.2,1.006713662,29.02,1.9741524,1799,20,0.65,15.71428571,29.73285714,38
29.99,58.81,1762,2,1,0,1.6,1.056357872,30.42,2.071504051,1786,18,1.333333333,14.57142857,29.66142857,49
29.99,58.81,1748,3,1,0,2,1.071454091,30.82,2.101107538,1762,23,0.608695652,18.42857143,29.40428571,24
29.99,57.48,1729,4,1,0,0.3,1.010104412,27.79,1.936005389,1748,43,0.441860465,22.14285714,29.37571429,32
29.99,57.48,1691,5,1,0,0.1,1.003345601,27.59,1.923051188,1729,43,0.88372093,22.42857143,29.37571429,16
29.99,57.48,1679,6,1,0,0.1,1.003345601,27.59,1.923051188,1691,7,1.714285714,27.28571429,29.36142857,7
29.99,57.48,1649,0,1,0,2.1,1.075295805,29.59,2.060953747,1679,37,0.810810811,26.57142857,29.07571429,16
29.99,57.48,1617,1,1,0,0.3,1.010104412,27.79,1.936005389,1649,15,2.133333333,29,29.06142857,29
29.99,57.48,1589,2,1,0,0.5,1.0169549,27.99,1.9491353,1617,35,0.8,28.71428571,29.21857143,47
29.99,57.48,1565,3,1,0,0.2,1.006713662,27.69,1.929506546,1589,21,1.142857143,24.85714286,29.47571429,40
29.99,58.81,1548,4,1,0,0.3,1.010104412,29.12,1.980801617,1565,16,1.0625,20.71428571,29.47571429,25
29.99,58.81,1533,5,1,0,0,1,28.82,1.960986996,1548,14,1.071428571,21.14285714,29.49,5
29.99,58.81,1513,6,1,0,0,1,28.82,1.960986996,1533,10,2,17.28571429,29.50428571,6
29.99,58.81,1488,0,1,0,0.1,1.003345601,28.92,1.967547675,1513,10,2.5,19.71428571,29.79,18
29.99,58.81,1480,1,1,0,0.2,1.006713662,29.02,1.9741524,1488,32,0.25,17.28571429,29.80428571,29
29.99,58.81,1456,2,1,0,0.2,1.006713662,29.02,1.9741524,1480,18,1.333333333,17.57142857,29.84714286,16
29.99,58.81,1442,3,1,0,0,1,28.82,1.960986996,1456,23,0.608695652,18.14285714,29.87571429,28
29.99,58.81,1412,4,1,0,0.1,1.003345601,28.92,1.967547675,1442,20,1.5,19.85714286,29.90428571,12
29.99,58.81,1401,5,1,0,0,1,28.82,1.960986996,1412,26,0.423076923,22.14285714,29.90428571,3
29.99,58.81,1389,6,1,0,0,1,28.82,1.960986996,1401,26,0.461538462,21.57142857,29.90428571,0
29.99,58.81,1366,0,1,0,0.2,1.006713662,29.02,1.9741524,1389,6,3.833333333,20.14285714,29.89,14
29.99,58.81,1355,1,1,0,0.1,1.003345601,28.92,1.967547675,1366,22,0.5,20.71428571,29.90428571,35
29.99,58.81,1335,2,1,0,0.1,1.003345601,28.92,1.967547675,1355,22,0.909090909,20.57142857,29.91857143,24
29.99,58.81,1313,3,1,0,0.1,1.003345601,28.92,1.967547675,1335,22,1,20.42857143,29.90428571,24
29.99,61.6,1288,4,1,0,0.1,1.003345601,31.71,2.06088993,1313,19,1.315789474,20.28571429,29.90428571,32
29.99,61.6,1277,5,1,0,0.1,1.003345601,31.71,2.06088993,1288,25,0.44,17.42857143,29.89,11
29.99,61.6,1267,6,1,0,0.2,1.006713662,31.81,2.067807989,1277,6,1.666666667,17.28571429,29.86142857,1
29.99,61.6,1256,0,1,0,0.1,1.003345601,31.71,2.06088993,1267,5,2.2,20,29.87571429,7
29.99,61.6,1237,1,1,0,0.1,1.003345601,31.71,2.06088993,1256,41,0.463414634,19,29.87571429,33
29.99,61.6,1189,2,1,0,0.1,1.003345601,31.71,2.06088993,1237,15,3.2,19.42857143,29.87571429,50
29.99,61.6,1167,3,1,0,0.5,1.0169549,32.11,2.088843676,1189,25,0.88,20.71428571,29.81857143,35
29.99,61.6,1141,4,1,0,0.1,1.003345601,31.71,2.06088993,1167,28,0.928571429,19.28571429,29.81857143,28
29.99,61.6,1121,5,2,0,1.1,1.038075459,32.71,2.132225684,1141,15,1.333333333,19.57142857,29.67571429,8
29.99,61.6,1113,6,2,0,0,1,31.61,2.054018006,1121,8,1,23,29.70428571,12
29.99,61.6,1078,0,2,0,0.2,1.006713662,31.81,2.067807989,1113,29,1.206896552,23.14285714,29.69,28
29.99,61.6,1059,1,2,0,0.9,1.030938467,32.51,2.117566174,1078,42,0.452380952,26.57142857,29.57571429,43
29.99,61.6,1418,2,2,0,0.2,1.006713662,31.81,2.067807989,1059,39,-9.205128205,26.14285714,29.56142857,43
29.99,61.6,1387,3,2,0,0.1,1.003345601,31.71,2.06088993,1418,22,1.409090909,29,29.61857143,53
29.99,58.81,1375,4,2,0,0.2,1.006713662,29.02,1.9741524,1387,48,0.25,29.57142857,29.60428571,36
29.99,58.81,1532,5,2,0,0,1,28.82,1.960986996,1375,19,-8.263157895,29,29.76142857,9
29.99,58.81,1522,6,2,0,0,1,28.82,1.960986996,1532,4,2.5,26.14285714,29.76142857,19
29.99,58.81,2001,0,2,0,0.1,1.003345601,28.92,1.967547675,1522,9,-53.22222222,27.42857143,29.77571429,23
29.99,58.81,1962,1,2,0,0.1,1.003345601,28.92,1.967547675,2001,51,0.764705882,25.42857143,29.89,59
29.99,58.81,1922,2,2,0,0.1,1.003345601,28.92,1.967547675,1962,25,1.6,25.71428571,29.90428571,44
29.99,58.81,1903,3,2,0,0.1,1.003345601,28.92,1.967547675,1922,24,0.791666667,22.42857143,29.90428571,34
29.99,58.81,1885,4,2,0,0.3,1.010104412,29.12,1.980801617,1903,25,0.72,22,29.89,18
29.99,58.81,1868,5,2,0,0.1,1.003345601,28.92,1.967547675,1885,16,1.0625,22.85714286,29.87571429,3
29.99,58.81,1844,6,2,0,0,1,28.82,1.960986996,1868,10,2.4,25.71428571,29.87571429,9
29.99,58.81,2538,0,2,0,0.2,1.006713662,29.02,1.9741524,1844,29,-23.93103448,22.57142857,29.86142857,30
29.99,58.81,2524,1,2,0,0.1,1.003345601,28.92,1.967547675,2538,29,0.482758621,21.71428571,29.86142857,20
29.99,58.81,2501,2,2,0,0.6,1.020415107,29.42,2.001020755,2524,19,1.210526316,22.42857143,29.79,24
29.99,58.81,2469,3,2,0,0.2,1.006713662,29.02,1.9741524,2501,29,1.103448276,21.14285714,29.77571429,31
29.99,58.81,2445,4,2,0,0.6,1.020415107,29.42,2.001020755,2469,16,1.5,23.85714286,29.73285714,40
29.99,58.81,2434,5,2,0,0,1,28.82,1.960986996,2445,35,0.314285714,23.28571429,29.74714286,0
29.99,58.81,2424,6,2,0,0,1,28.82,1.960986996,2434,6,1.666666667,20,29.74714286,11
29.99,58.81,2237,0,2,0,1.1,1.038075459,29.92,2.035652475,2424,6,31.16666667,20.28571429,29.61857143,26
29.99,58.81,2225,1,2,0,0.1,1.003345601,28.92,1.967547675,2237,31,0.387096774,20.14285714,29.61857143,15
29.99,58.81,2031,2,2,0,0.7,1.023898942,29.52,2.007852509,2225,18,10.77777778,19.14285714,29.60428571,14
29.99,58.81,2015,3,2,0,0.1,1.003345601,28.92,1.967547675,2031,22,0.727272727,18.71428571,29.61857143,18
29.99,58.81,2142,4,2,0,0.6,1.020415107,29.42,2.001020755,2015,13,-9.769230769,16,29.61857143,12
29.99,58.81,2129,5,2,0,0,1,28.82,1.960986996,2142,16,0.8125,18.57142857,29.61857143,4
29.99,58.81,2124,6,2,0,0,1,28.82,1.960986996,2129,24,0.208333333,18.28571429,29.61857143,14
29.99,58.81,2096,0,2,0,0.1,1.003345601,28.92,1.967547675,2124,4,7,18,29.76142857,29
29.99,58.81,2095,1,2,0,0.1,1.003345601,28.92,1.967547675,2096,29,0.034482759,20.57142857,29.76142857,36
29.99,58.81,2070,2,2,0,0.1,1.003345601,28.92,1.967547675,2095,36,0.694444444,21.28571429,29.84714286,30
29.99,58.81,2041,3,2,0,1,1.034494653,29.82,2.028630562,2070,27,1.074074074,24.14285714,29.71857143,31
29.99,58.81,2021,4,2,0,0.2,1.006713662,29.02,1.9741524,2041,33,0.606060606,24.85714286,29.77571429,30
29.99,58.81,2147,5,2,0,0,1,28.82,1.960986996,2021,21,-6,23,29.77571429,4
29.99,58.81,2137,6,2,0,0,1,28.82,1.960986996,2147,11,0.909090909,23,29.77571429,2
29.99,58.81,2208,0,2,0,0.2,1.006713662,29.02,1.9741524,2137,4,-17.75,21.57142857,29.76142857,29
29.99,58.81,2201,1,2,0,0.2,1.006713662,29.02,1.9741524,2208,19,0.368421053,19.28571429,29.74714286,25
29.99,58.81,2196,2,2,0,0.3,1.010104412,29.12,1.980801617,2201,20,0.25,19.14285714,29.71857143,27
29.99,58.81,2521,3,2,0,0.3,1.010104412,29.12,1.980801617,2196,26,-12.5,17.42857143,29.81857143,27
29.99,59.81,3176,4,2,0,0.2,1.006713662,30.02,2.007720712,2521,21,-31.19047619,15.85714286,29.81857143,13
29.99,59.81,3154,5,2,0,0,1,29.82,1.994331444,3176,10,2.2,18,29.81857143,0
29.99,59.81,3138,6,2,0,0,1,29.82,1.994331444,3154,26,0.615384615,18.14285714,29.81857143,0
29.99,59.81,3125,0,2,0,0.3,1.010104412,30.12,2.014482991,3138,5,2.6,17.28571429,29.80428571,29
29.99,59.81,3101,1,2,0,1.7,1.060091905,31.52,2.11417462,3125,13,1.846153846,17.28571429,29.59,38
29.99,59.81,3087,2,2,0,1.6,1.056357872,31.42,2.106727721,3101,20,0.7,19,29.40428571,21
29.99,59.81,3063,3,2,0,2.2,1.079165167,32.02,2.152213026,3087,38,0.631578947,19.28571429,29.13285714,45
29.99,59.81,3039,4,2,0,3.1,1.115284492,32.92,2.224246932,3063,23,1.043478261,20.71428571,28.71857143,27
29.99,59.81,3025,5,2,0,2.1,1.075295805,31.92,2.144496235,3039,20,0.7,18.28571429,28.41857143,7
29.99,59.81,3016,6,2,0,2,1.071454091,31.82,2.136834584,3025,9,1,17.85714286,28.13285714,12
29.99,59.81,3004,0,2,0,2,1.071454091,31.82,2.136834584,3016,2,6,21.42857143,27.89,23
29.99,59.81,2976,1,2,0,2.7,1.09893734,32.52,2.191645291,3004,38,0.736842105,23.42857143,27.74714286,35
29.99,59.81,2950,2,2,0,2,1.071454091,31.82,2.136834584,2976,34,0.764705882,22,27.69,35
29.99,59.81,2913,3,2,0,2.2,1.079165167,32.02,2.152213026,2950,28,1.321428571,21.57142857,27.69,30
29.99,59.81,2879,4,2,0,2.2,1.079165167,32.02,2.152213026,2913,20,1.7,21.42857143,27.81857143,41
29.99,59.81,2865,5,2,0,2,1.071454091,31.82,2.136834584,2879,19,0.736842105,23.57142857,27.83285714,8
29.99,59.81,2856,6,2,0,2,1.071454091,31.82,2.136834584,2865,24,0.375,24.14285714,27.83285714,3
29.99,59.81,2826,0,2,0,2.3,1.083062477,32.12,2.159985554,2856,6,5,20,27.79,13
29.99,59.81,2814,1,2,0,2.2,1.079165167,32.02,2.152213026,2826,9,1.333333333,19.85714286,27.86142857,51
29.99,59.81,2798,2,2,0,2.2,1.079165167,32.02,2.152213026,2814,33,0.484848485,20.57142857,27.83285714,50
29.99,59.81,2751,3,2,0,2.2,1.079165167,32.02,2.152213026,2798,33,1.424242424,22.14285714,27.83285714,77
29.99,48.99,2726,4,2,0,2.1,1.075295805,21.1,1.756543564,2751,31,0.806451613,24.14285714,27.84714286,41
29.99,48.99,2704,5,2,0,2,1.071454091,21,1.750267953,2726,33,0.666666667,22,27.84714286,18
29.99,48.99,2687,6,2,0,2.1,1.075295805,21.1,1.756543564,2704,9,1.888888889,23.42857143,27.83285714,7
29.99,48.99,2667,0,2,0,3.7,1.140737923,22.7,1.863446177,2687,16,1.25,27.42857143,27.63285714,26
29.99,48.99,2645,1,2,0,5.5,1.224581462,24.5,2.00040833,2667,37,0.594594595,31,27.16142857,59
29.99,48.99,2611,2,2,0,2.2,1.079165167,21.2,1.76286434,2645,58,0.586206897,29.85714286,27.16142857,51
29.99,48.99,2578,3,2,0,2,1.071454091,21,1.750267953,2611,25,1.32,29.57142857,27.19,26
29.99,58.81,2545,4,2,0,2.2,1.079165167,31.02,2.116228859,2578,29,1.137931034,29,27.17571429,9
29.99,58.81,2525,5,2,0,2.7,1.09893734,31.52,2.155001832,2545,29,0.689655172,27.71428571,27.07571429,3
29.99,58.81,2452,0,2,0,2.2,1.079165167,31.02,2.116228859,2499,29,1.620689655,27.71428571,27.30428571,19
29.99,58.81,2440,1,2,0,2.2,1.079165167,31.02,2.116228859,2452,24,0.5,24.14285714,27.77571429,14
29.99,58.81,2423,2,2,0,2.4,1.086988039,31.22,2.131569409,2440,33,0.515151515,25.14285714,27.74714286,20
29.99,58.81,2397,3,2,0,2.2,1.079165167,31.02,2.116228859,2423,32,0.8125,24.71428571,27.71857143,16
29.99,59.38,2374,4,2,0,5,1.200080032,34.39,2.37615046,2397,26,0.884615385,26.42857143,27.31857143,9
29.99,59.38,2360,5,2,0,2.1,1.075295805,31.49,2.129078523,2374,41,0.341463415,27.28571429,27.40428571,4
29.99,59.38,2352,6,2,0,2,1.071454091,31.39,2.121471954,2360,6,1.333333333,23.42857143,27.40428571,0
29.99,59.38,2630,0,2,0,2.2,1.079165167,31.59,2.136739834,2352,2,-139,23.57142857,27.40428571,25
29.99,59.38,2608,1,2,0,2.1,1.075295805,31.49,2.129078523,2630,25,0.88,23.14285714,27.41857143,11
29.99,59.38,2577,2,2,0,2.3,1.083062477,31.69,2.144456482,2608,30,1.033333333,20.28571429,27.43285714,21
29.99,59.38,2558,3,2,0,2.1,1.075295805,31.49,2.129078523,2577,12,1.583333333,19.28571429,27.44714286,18
29.99,59.38,2543,4,2,0,2.1,1.075295805,31.49,2.129078523,2558,19,0.789473684,15.71428571,27.86142857,18
29.99,59.38,2529,5,2,0,2,1.071454091,31.39,2.121471954,2543,16,0.875,15.71428571,27.87571429,12
29.99,59.38,2521,6,2,0,2,1.071454091,31.39,2.121471954,2529,6,1.333333333,19.14285714,27.87571429,6
29.99,59.38,2485,0,2,0,2.1,1.075295805,31.49,2.129078523,2521,26,1.384615385,18.57142857,27.89,31
29.99,59.38,2471,1,2,0,2.1,1.075295805,31.49,2.129078523,2485,21,0.666666667,17,27.89,20
29.99,59.38,2446,2,2,0,2.2,1.079165167,31.59,2.136739834,2471,19,1.315789474,19,27.90428571,28
29.99,59.38,2427,3,2,0,5.4,1.219601464,34.79,2.414802765,2446,26,0.730769231,21.42857143,27.43285714,44
29.99,59.42,2376,4,2,0,2.1,1.075295805,31.53,2.130512729,2427,36,1.416666667,23,27.43285714,47
29.99,59.42,2365,5,3,0,2,1.071454091,31.43,2.122901036,2376,27,0.407407407,23,27.43285714,25
29.99,59.42,2350,6,3,0,2.1,1.075295805,31.53,2.130512729,2365,6,2.5,20.28571429,27.41857143,4
29.99,59.42,2336,0,3,0,2.1,1.075295805,31.53,2.130512729,2350,7,2,20.42857143,27.41857143,36
29.99,59.42,2312,1,3,0,2,1.071454091,31.43,2.122901036,2336,22,1.090909091,18.14285714,27.43285714,10
29.99,59.42,2297,2,3,0,2.4,1.086988039,31.83,2.153678869,2312,3,5,17.85714286,27.40428571,16
29.99,59.42,2120,3,3,0,2.1,1.075295805,31.53,2.130512729,2297,24,7.375,21.14285714,27.87571429,97
29.99,58.81,2105,4,3,0,2.1,1.075295805,30.92,2.10864109,2120,59,0.254237288,21.42857143,27.87571429,41
29.99,58.81,2241,5,3,0,2.1,1.075295805,30.92,2.10864109,2105,29,-4.689655172,21.42857143,27.86142857,9
29.99,58.81,2922,6,3,0,2,1.071454091,30.82,2.101107538,2241,6,-113.5,24,27.87571429,0
29.99,58.81,2880,0,3,0,2.1,1.075295805,30.92,2.10864109,2922,25,1.68,24.42857143,27.87571429,9
29.99,58.81,2864,1,3,0,3.1,1.115284492,31.92,2.187058386,2880,25,0.64,28.28571429,27.71857143,23
29.99,58.81,2844,2,3,0,2.1,1.075295805,30.92,2.10864109,2864,30,0.666666667,30.71428571,27.76142857,48
29.99,58.81,2823,3,3,0,2,1.071454091,30.82,2.101107538,2844,41,0.512195122,25,27.77571429,52
29.99,53.94,2808,4,3,0,2.2,1.079165167,26.15,1.940985966,2823,19,0.789473684,24.14285714,27.76142857,62
29.99,53.94,2792,5,3,0,2,1.071454091,25.95,1.927116827,2808,23,0.695652174,24.28571429,27.77571429,38
29.99,53.94,2773,6,3,0,2.2,1.079165167,26.15,1.940985966,2792,7,2.714285714,21.71428571,27.74714286,26
29.99,53.94,2754,0,3,0,3.3,1.123641813,27.25,2.020981641,2773,7,2.714285714,21.71428571,27.57571429,77
29.99,53.94,2727,1,3,0,2.4,1.086988039,26.35,1.95505618,2754,25,1.08,21.28571429,27.67571429,81
29.99,53.94,2701,2,3,0,2.1,1.075295805,26.05,1.934026533,2727,27,0.962962963,17.42857143,27.67571429,70
29.99,53.94,2678,3,3,0,2,1.071454091,25.95,1.927116827,2701,14,1.642857143,26,27.67571429,49
29.99,53.94,2644,4,3,0,2.5,1.090942161,26.45,1.962168061,2678,79,0.430379747,26.28571429,27.63285714,64
29.99,53.94,2591,5,3,0,2.2,1.079165167,26.15,1.940985966,2644,25,2.12,26,27.60428571,21
29.99,53.94,2560,6,3,0,2,1.071454091,25.95,1.927116827,2591,5,6.2,28.42857143,27.63285714,13
29.99,53.94,2525,0,3,0,2.2,1.079165167,26.15,1.940985966,2560,24,1.458333333,28.85714286,27.79,122
29.99,53.94,2524,1,3,0,2.1,1.075295805,26.05,1.934026533,2525,28,0.035714286,29,27.83285714,71
29.99,53.94,2492,2,3,0,2.1,1.075295805,26.05,1.934026533,2524,28,1.142857143,33.42857143,27.83285714,98
29.99,53.94,2449,3,3,0,2.2,1.079165167,26.15,1.940985966,2492,45,0.955555556,25.71428571,27.80428571,23
29.99,53.94,2419,4,3,0,2.2,1.079165167,26.15,1.940985966,2449,25,1.2,23.57142857,27.84714286,42
29.99,53.94,2404,5,3,0,2,1.071454091,25.95,1.927116827,2419,10,1.5,24.85714286,27.87571429,12
29.99,53.94,2393,6,3,0,2.2,1.079165167,26.15,1.940985966,2404,14,0.785714286,22,27.84714286,14
29.99,53.94,2371,0,3,0,2.1,1.075295805,26.05,1.934026533,2393,4,5.5,21.14285714,27.86142857,49
29.99,53.94,2352,1,3,0,2.1,1.075295805,26.05,1.934026533,2371,22,0.863636364,21.28571429,27.86142857,64
29.99,53.94,2330,2,3,0,2.4,1.086988039,26.35,1.95505618,2352,29,0.75862069,21.28571429,27.81857143,52
