LSTM_Linear_unitsordered,DLinear_unitsordered,NLinear_unitsordered,PatchTST_unitsordered,LSTM_unitsordered,GRU_unitsordered,RNN_unitsordered,Informer_unitsordered,Autoformer_unitsordered,FEDformer_unitsordered
17.70833846181631,32.15395472943783,31.740493685007095,12.93243408203125,72.29910743236542,-5.4619461596012115,50.52670240402222,20.348093420267105,38.526124000549316,54.61686736345291
76.22853356599808,65.70537048578262,73.82529619336128,65.6922138929367,72.02245911955833,56.715444684028625,84.26943814754486,94.0042804479599,74.7593375146389,75.38283142447472
103.40535217523575,93.5865706205368,95.58719801902771,83.23184263706207,72.03231936693192,87.65528875589371,86.45468968153,92.99758517742157,92.7806693315506,87.85377961397171
99.42866402864456,97.99505603313446,96.051584482193,78.7749148607254,69.31256085634232,88.74963706731796,84.63422411680222,97.65699589252472,99.92287594079971,82.30959522724152
102.89513355493546,82.74769729375839,86.86694878339767,71.30668193101883,72.2407856285572,86.04238259792328,84.23199799656868,97.60032945871353,103.49478054046631,88.05513978004456
82.33254969120026,63.21170672774315,65.25452446937561,64.3060454428196,72.22023504972458,82.19443425536156,55.80226582288742,57.05769842863083,74.77479243278503,59.22369968891144
24.42666119337082,5.804497241973877,14.008283033967018,19.756310641765594,70.77129209041595,60.77730521559715,38.70568606257439,36.35856333374977,10.344758503139019,25.699635922908783
